,mc,mn,quarterbeats,quarterbeats_all_endings,duration_qb,mc_onset,mn_onset,timesig,staff,voice,duration,nominal_duration,scalar,tied,tpc,midi,name,octave,chord_id,time,player,capped
1408,85,85,751/2,751/2,0.5,7/8,7/8,4/4,1,1,1/8,1/8,1,,3,69,A4,4,982,0.0,3,False
1409,85,85,751/2,751/2,0.5,7/8,7/8,4/4,1,1,1/8,1/8,1,,0,72,C5,5,982,0.0,2,False
1410,86,86,376,376,1.0,0,0,4/4,2,1,1/4,1/4,1,,3,45,A2,2,998,0.0,2,False
1411,86,86,376,376,1.0,0,0,4/4,2,1,1/4,1/4,1,,-1,53,F3,3,998,0.0,3,False
1412,86,86,376,376,0.5,0,0,4/4,1,1,1/8,1/8,1,,0,72,C5,5,990,0.0,2,False
1413,86,86,376,376,0.5,0,0,4/4,1,1,1/8,1/8,1,,-1,77,F5,5,990,0.0,1,False
1414,86,86,753/2,753/2,0.5,1/8,1/8,4/4,1,1,1/8,1/8,1,,3,69,A4,4,991,0.0,3,False
1415,86,86,753/2,753/2,0.5,1/8,1/8,4/4,1,1,1/8,1/8,1,,0,72,C5,5,991,0.0,2,False
1416,86,86,377,377,0.75,1/4,1/4,4/4,2,1,3/16,1/8,3/2,,4,40,E2,2,999,0.0,8,False
1417,86,86,377,377,0.75,1/4,1/4,4/4,2,1,3/16,1/8,3/2,,0,48,C3,3,999,0.0,3,False
1418,86,86,377,377,0.25,1/4,1/4,4/4,1,1,1/16,1/16,1,,10,70,A#4,4,992,0.0,5,False
1419,86,86,1509/4,1509/4,0.25,5/16,5/16,4/4,1,1,1/16,1/16,1,,3,69,A4,4,993,0.0,3,False
1420,86,86,755/2,755/2,0.25,3/8,3/8,4/4,1,1,1/16,1/16,1,,1,67,G4,4,994,0.0,3,False
1421,86,86,1511/4,1511/4,0.25,7/16,7/16,4/4,2,1,1/16,1/16,1,,3,45,A2,2,1000,0.0,2,False
1422,86,86,1511/4,1511/4,0.25,7/16,7/16,4/4,2,1,1/16,1/16,1,,-1,53,F3,3,1000,0.0,3,False
1423,86,86,1511/4,1511/4,0.25,7/16,7/16,4/4,1,1,1/16,1/16,1,,-1,65,F4,4,995,0.0,0,False
1424,86,86,1513/4,1513/4,0.25,9/16,9/16,4/4,2,1,1/16,1/16,1,,0,36,C2,2,1001,0.0,4,False
1425,86,86,1513/4,1513/4,0.25,9/16,9/16,4/4,2,1,1/16,1/16,1,,0,48,C3,3,1001,0.0,3,False
1426,86,86,757/2,757/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,0,36,C2,2,1002,0.0,4,False
1427,86,86,757/2,757/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,0,48,C3,3,1002,0.0,3,False
1428,86,86,379,379,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,0,36,C2,2,1003,0.0,4,False
1429,86,86,379,379,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,0,48,C3,3,1003,0.0,3,False
1430,86,86,759/2,759/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,0,36,C2,2,1004,0.0,4,False
1431,86,86,759/2,759/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,0,48,C3,3,1004,0.0,3,False
1432,86,86,759/2,759/2,0.25,7/8,7/8,4/4,1,1,1/16,1/16,1,,0,72,C5,5,996,0.0,2,False
1433,86,86,1519/4,1519/4,0.25,15/16,15/16,4/4,1,1,1/16,1/16,1,,7,73,C#5,5,997,0.0,1,False
1434,87,87,380,380,1.0,0,0,4/4,2,1,1/4,1/4,1,,1,43,G2,2,1014,0.0,7,False
1435,87,87,380,380,1.0,0,0,4/4,2,1,1/4,1/4,1,,4,52,E3,3,1014,0.0,8,False
1436,87,87,380,380,0.5,0,0,4/4,1,1,1/8,1/8,1,,1,67,G4,4,1005,0.0,3,False
1437,87,87,380,380,0.5,0,0,4/4,1,1,1/8,1/8,1,,2,74,D5,5,1005,0.0,3,False
1438,87,87,761/2,761/2,0.5,1/8,1/8,4/4,1,1,1/8,1/8,1,,1,67,G4,4,1006,0.0,3,False
1439,87,87,761/2,761/2,0.5,1/8,1/8,4/4,1,1,1/8,1/8,1,,9,75,D#5,5,1006,0.0,3,False
1440,87,87,381,381,0.75,1/4,1/4,4/4,2,1,3/16,1/8,3/2,,4,40,E2,2,1015,0.0,8,False
1441,87,87,381,381,0.75,1/4,1/4,4/4,2,1,3/16,1/8,3/2,,0,48,C3,3,1015,0.0,3,False
1442,87,87,381,381,0.75,1/4,1/4,4/4,1,1,3/16,1/8,3/2,,1,67,G4,4,1007,0.0,3,False
1443,87,87,381,381,0.75,1/4,1/4,4/4,1,1,3/16,1/8,3/2,,4,76,E5,5,1007,0.0,8,False
1444,87,87,1527/4,1527/4,0.25,7/16,7/16,4/4,2,1,1/16,1/16,1,1,1,43,G2,2,1016,0.0,7,False
1445,87,87,1527/4,1527/4,0.25,7/16,7/16,4/4,2,1,1/16,1/16,1,1,4,52,E3,3,1016,0.0,8,False
1446,87,87,1527/4,1527/4,0.25,7/16,7/16,4/4,1,1,1/16,1/16,1,1,2,74,D5,5,1008,0.0,3,False
1447,87,87,382,382,0.25,1/2,1/2,4/4,2,1,1/16,1/16,1,-1,1,43,G2,2,1017,0.0,7,False
1448,87,87,382,382,0.25,1/2,1/2,4/4,2,1,1/16,1/16,1,-1,4,52,E3,3,1017,0.0,8,False
1449,87,87,382,382,0.25,1/2,1/2,4/4,1,1,1/16,1/16,1,-1,2,74,D5,5,1009,0.0,3,False
1450,87,87,1529/4,1529/4,0.5,9/16,9/16,4/4,2,1,1/8,1/8,1,,1,43,G2,2,1018,0.0,7,False
1451,87,87,1529/4,1529/4,0.5,9/16,9/16,4/4,2,1,1/8,1/8,1,,4,52,E3,3,1018,0.0,8,False
1452,87,87,1529/4,1529/4,0.5,9/16,9/16,4/4,1,1,1/8,1/8,1,,2,74,D5,5,1010,0.0,3,False
1453,87,87,1531/4,1531/4,0.25,11/16,11/16,4/4,2,1,1/16,1/16,1,,1,43,G2,2,1019,0.0,7,False
1454,87,87,1531/4,1531/4,0.25,11/16,11/16,4/4,2,1,1/16,1/16,1,,4,52,E3,3,1019,0.0,8,False
1455,87,87,1531/4,1531/4,0.25,11/16,11/16,4/4,1,1,1/16,1/16,1,,4,76,E5,5,1011,0.0,8,False
1456,87,87,383,383,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,4,40,E2,2,1020,0.0,8,False
1457,87,87,383,383,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,0,48,C3,3,1020,0.0,3,False
1458,87,87,383,383,0.5,3/4,3/4,4/4,1,1,1/8,1/8,1,,-1,77,F5,5,1012,0.0,1,False
1459,87,87,767/2,767/2,0.5,7/8,7/8,4/4,1,1,1/8,1/8,1,,3,69,A4,4,1013,0.0,3,False
1460,87,87,767/2,767/2,0.5,7/8,7/8,4/4,1,1,1/8,1/8,1,,0,72,C5,5,1013,0.0,2,False
1461,88,88,384,384,1.0,0,0,4/4,2,1,1/4,1/4,1,,3,45,A2,2,1030,0.0,2,False
1462,88,88,384,384,1.0,0,0,4/4,2,1,1/4,1/4,1,,-1,53,F3,3,1030,0.0,3,False
1463,88,88,384,384,0.5,0,0,4/4,1,1,1/8,1/8,1,,10,70,A#4,4,1021,0.0,5,False
1464,88,88,384,384,0.5,0,0,4/4,1,1,1/8,1/8,1,,2,74,D5,5,1021,0.0,3,False
1465,88,88,769/2,769/2,0.5,1/8,1/8,4/4,1,1,1/8,1/8,1,,3,69,A4,4,1022,0.0,3,False
1466,88,88,769/2,769/2,0.5,1/8,1/8,4/4,1,1,1/8,1/8,1,,0,72,C5,5,1022,0.0,2,False
1467,88,88,385,385,0.75,1/4,1/4,4/4,2,1,3/16,1/8,3/2,,4,40,E2,2,1031,0.0,8,False
1468,88,88,385,385,0.75,1/4,1/4,4/4,2,1,3/16,1/8,3/2,,0,48,C3,3,1031,0.0,3,False
1469,88,88,385,385,0.5,1/4,1/4,4/4,1,1,1/8,1/8,1,,10,70,A#4,4,1023,0.0,5,False
1470,88,88,385,385,0.5,1/4,1/4,4/4,1,1,1/8,1/8,1,,2,74,D5,5,1023,0.0,3,False
1471,88,88,771/2,771/2,0.5,3/8,3/8,4/4,1,1,1/8,1/8,1,,3,69,A4,4,1024,0.0,3,False
1472,88,88,771/2,771/2,0.5,3/8,3/8,4/4,1,1,1/8,1/8,1,,0,72,C5,5,1024,0.0,2,False
1473,88,88,1543/4,1543/4,0.25,7/16,7/16,4/4,2,1,1/16,1/16,1,1,3,45,A2,2,1032,0.0,2,False
1474,88,88,1543/4,1543/4,0.25,7/16,7/16,4/4,2,1,1/16,1/16,1,1,-1,53,F3,3,1032,0.0,3,False
1475,88,88,386,386,0.25,1/2,1/2,4/4,2,1,1/16,1/16,1,-1,3,45,A2,2,1033,0.0,2,False
1476,88,88,386,386,0.25,1/2,1/2,4/4,2,1,1/16,1/16,1,-1,-1,53,F3,3,1033,0.0,3,False
1477,88,88,386,386,0.25,1/2,1/2,4/4,1,1,1/16,1/16,1,,10,70,A#4,4,1025,0.0,5,False
1478,88,88,1545/4,1545/4,0.5,9/16,9/16,4/4,2,1,1/8,1/8,1,,3,45,A2,2,1034,0.0,2,False
1479,88,88,1545/4,1545/4,0.5,9/16,9/16,4/4,2,1,1/8,1/8,1,,-1,53,F3,3,1034,0.0,3,False
1480,88,88,1545/4,1545/4,0.25,9/16,9/16,4/4,1,1,1/16,1/16,1,,3,69,A4,4,1026,0.0,3,False
1481,88,88,773/2,773/2,0.25,5/8,5/8,4/4,1,1,1/16,1/16,1,,1,67,G4,4,1027,0.0,3,False
1482,88,88,1547/4,1547/4,0.25,11/16,11/16,4/4,2,1,1/16,1/16,1,,3,45,A2,2,1035,0.0,2,False
1483,88,88,1547/4,1547/4,0.25,11/16,11/16,4/4,2,1,1/16,1/16,1,,-1,53,F3,3,1035,0.0,3,False
1484,88,88,1547/4,1547/4,0.25,11/16,11/16,4/4,1,1,1/16,1/16,1,,-1,65,F4,4,1028,0.0,0,False
1485,88,88,387,387,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,4,40,E2,2,1036,0.0,8,False
1486,88,88,387,387,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,0,48,C3,3,1036,0.0,3,False
1487,88,88,775/2,775/2,0.5,7/8,7/8,4/4,1,1,1/8,1/8,1,,0,72,C5,5,1029,0.0,2,False
1488,89,89,388,388,1.0,0,0,4/4,2,1,1/4,1/4,1,,10,46,A#2,2,1048,0.0,2,False
1489,89,89,388,388,1.0,0,0,4/4,2,1,1/4,1/4,1,,1,55,G3,3,1048,0.0,4,False
1490,89,89,388,388,0.5,0,0,4/4,1,1,1/8,1/8,1,,0,72,C5,5,1037,0.0,2,False
1491,89,89,388,388,0.5,0,0,4/4,1,1,1/8,1/8,1,,-1,77,F5,5,1037,0.0,1,False
1492,89,89,777/2,777/2,0.5,1/8,1/8,4/4,1,1,1/8,1/8,1,,10,70,A#4,4,1038,0.0,5,False
1493,89,89,777/2,777/2,0.5,1/8,1/8,4/4,1,1,1/8,1/8,1,,2,74,D5,5,1038,0.0,3,False
1494,89,89,389,389,0.75,1/4,1/4,4/4,2,1,3/16,1/8,3/2,,5,47,B2,2,1049,0.0,3,False
1495,89,89,389,389,0.75,1/4,1/4,4/4,2,1,3/16,1/8,3/2,,8,56,G#3,3,1049,0.0,8,False
1496,89,89,389,389,0.5,1/4,1/4,4/4,1,1,1/8,1/8,1,,3,69,A4,4,1039,0.0,3,False
1497,89,89,389,389,0.5,1/4,1/4,4/4,1,1,1/8,1/8,1,,0,72,C5,5,1039,0.0,2,False
1498,89,89,779/2,779/2,0.5,3/8,3/8,4/4,1,1,1/8,1/8,1,,-1,65,F4,4,1040,0.0,0,False
1499,89,89,779/2,779/2,0.5,3/8,3/8,4/4,1,1,1/8,1/8,1,,10,70,A#4,4,1040,0.0,5,False
1500,89,89,1559/4,1559/4,0.25,7/16,7/16,4/4,2,1,1/16,1/16,1,1,0,48,C3,3,1050,0.0,3,False
1501,89,89,1559/4,1559/4,0.25,7/16,7/16,4/4,2,1,1/16,1/16,1,1,3,57,A3,3,1050,0.0,7,False
1502,89,89,390,390,0.75,1/2,1/2,4/4,2,1,3/16,1/8,3/2,-1,0,48,C3,3,1051,0.0,3,False
1503,89,89,390,390,0.75,1/2,1/2,4/4,2,1,3/16,1/8,3/2,-1,3,57,A3,3,1051,0.0,7,False
1504,89,89,390,390,0.25,1/2,1/2,4/4,1,1,1/16,1/16,1,,3,69,A4,4,1041,0.0,3,False
1505,89,89,1561/4,1561/4,0.25,9/16,9/16,4/4,1,1,1/16,1/16,1,,10,70,A#4,4,1042,0.0,5,False
1506,89,89,781/2,781/2,0.25,5/8,5/8,4/4,1,1,1/16,1/16,1,,5,71,B4,4,1043,0.0,0,False
1507,89,89,1563/4,1563/4,0.25,11/16,11/16,4/4,2,1,1/16,1/16,1,,2,50,D3,3,1052,0.0,3,False
1508,89,89,1563/4,1563/4,0.25,11/16,11/16,4/4,2,1,1/16,1/16,1,,3,57,A3,3,1052,0.0,7,False
1509,89,89,1563/4,1563/4,0.25,11/16,11/16,4/4,1,1,1/16,1/16,1,1,0,72,C5,5,1044,0.0,2,False
1510,89,89,391,391,0.25,3/4,3/4,4/4,1,1,1/16,1/16,1,-1,0,72,C5,5,1045,0.0,2,False
1511,89,89,1565/4,1565/4,0.75,13/16,13/16,4/4,2,1,3/16,1/8,3/2,,2,50,D3,3,1053,0.0,3,False
1512,89,89,1565/4,1565/4,0.75,13/16,13/16,4/4,2,1,3/16,1/8,3/2,,3,57,A3,3,1053,0.0,7,False
1513,89,89,1565/4,1565/4,0.5,13/16,13/16,4/4,1,1,1/8,1/8,1,,2,74,D5,5,1046,0.0,3,False
1514,89,89,1567/4,1567/4,0.25,15/16,15/16,4/4,1,1,1/16,1/16,1,,-1,65,F4,4,1047,0.0,0,False
1515,90,90,392,392,1.0,0,0,4/4,2,1,1/4,1/4,1,,1,43,G2,2,1062,0.0,7,False
1516,90,90,392,392,1.0,0,0,4/4,2,1,1/4,1/4,1,,4,52,E3,3,1062,0.0,8,False
1517,90,90,392,392,0.5,0,0,4/4,1,1,1/8,1/8,1,,-1,65,F4,4,1054,0.0,0,False
1518,90,90,392,392,0.5,0,0,4/4,1,1,1/8,1/8,1,,3,69,A4,4,1054,0.0,3,False
1519,90,90,785/2,785/2,0.5,1/8,1/8,4/4,1,1,1/8,1/8,1,,0,60,C4,4,1055,0.0,0,False
1520,90,90,785/2,785/2,0.5,1/8,1/8,4/4,1,1,1/8,1/8,1,,-1,65,F4,4,1055,0.0,0,False
1521,90,90,393,393,0.75,1/4,1/4,4/4,2,1,3/16,1/8,3/2,,4,40,E2,2,1063,0.0,8,False
1522,90,90,393,393,0.75,1/4,1/4,4/4,2,1,3/16,1/8,3/2,,0,48,C3,3,1063,0.0,3,False
1523,90,90,393,393,0.25,1/4,1/4,4/4,1,1,1/16,1/16,1,,2,62,D4,4,1056,0.0,2,False
1524,90,90,1573/4,1573/4,0.5,5/16,5/16,4/4,1,1,1/8,1/8,1,,4,64,E4,4,1057,0.0,1,False
1525,90,90,1575/4,1575/4,0.25,7/16,7/16,4/4,2,1,1/16,1/16,1,,3,45,A2,2,1064,0.0,2,False
1526,90,90,1575/4,1575/4,0.25,7/16,7/16,4/4,2,1,1/16,1/16,1,,-1,53,F3,3,1064,0.0,3,False
1527,90,90,1575/4,1575/4,0.25,7/16,7/16,4/4,1,1,1/16,1/16,1,,-1,65,F4,4,1058,0.0,0,False
1528,90,90,395,395,0.75,3/4,3/4,4/4,2,1,3/16,1/8,3/2,,4,40,E2,2,1065,0.0,8,False
1529,90,90,395,395,0.75,3/4,3/4,4/4,2,1,3/16,1/8,3/2,,0,48,C3,3,1065,0.0,3,False
1530,90,90,395,395,0.25,3/4,3/4,4/4,1,1,1/16,1/16,1,,2,62,D4,4,1059,0.0,2,False
1531,90,90,1581/4,1581/4,0.5,13/16,13/16,4/4,1,1,1/8,1/8,1,,4,64,E4,4,1060,0.0,1,False
1532,90,90,1583/4,1583/4,0.25,15/16,15/16,4/4,2,1,1/16,1/16,1,,3,45,A2,2,1066,0.0,2,False
1533,90,90,1583/4,1583/4,0.25,15/16,15/16,4/4,2,1,1/16,1/16,1,,-1,53,F3,3,1066,0.0,3,False
1534,90,90,1583/4,1583/4,0.25,15/16,15/16,4/4,1,1,1/16,1/16,1,,-1,65,F4,4,1061,0.0,0,False
1535,91,91,397,397,0.75,1/4,1/4,4/4,2,1,3/16,1/8,3/2,,4,40,E2,2,1073,0.0,8,False
1536,91,91,397,397,0.75,1/4,1/4,4/4,2,1,3/16,1/8,3/2,,0,48,C3,3,1073,0.0,3,False
1537,91,91,397,397,0.25,1/4,1/4,4/4,1,1,1/16,1/16,1,,2,62,D4,4,1067,0.0,2,False
1538,91,91,1589/4,1589/4,0.5,5/16,5/16,4/4,1,1,1/8,1/8,1,,4,64,E4,4,1068,0.0,1,False
1539,91,91,1591/4,1591/4,0.25,7/16,7/16,4/4,2,1,1/16,1/16,1,,3,45,A2,2,1074,0.0,2,False
1540,91,91,1591/4,1591/4,0.25,7/16,7/16,4/4,2,1,1/16,1/16,1,,-1,53,F3,3,1074,0.0,3,False
1541,91,91,1591/4,1591/4,0.25,7/16,7/16,4/4,1,1,1/16,1/16,1,,-1,65,F4,4,1069,0.0,0,False
1542,91,91,398,398,0.6666666666666666,1/2,1/2,4/4,2,1,1/6,1/4,2/3,,9,39,D#2,2,1075,0.0,7,False
1543,91,91,398,398,0.6666666666666666,1/2,1/2,4/4,2,1,1/6,1/4,2/3,,9,51,D#3,3,1075,0.0,3,False
1544,91,91,398,398,0.6666666666666666,1/2,1/2,4/4,1,1,1/6,1/4,2/3,,10,70,A#4,4,1070,0.0,5,False
1545,91,91,1196/3,1196/3,0.6666666666666666,2/3,2/3,4/4,2,1,1/6,1/4,2/3,,9,39,D#2,2,1076,0.0,7,False
1546,91,91,1196/3,1196/3,0.6666666666666666,2/3,2/3,4/4,2,1,1/6,1/4,2/3,,9,51,D#3,3,1076,0.0,3,False
1547,91,91,1196/3,1196/3,0.6666666666666666,2/3,2/3,4/4,1,1,1/6,1/4,2/3,,3,69,A4,4,1071,0.0,3,False
1548,91,91,1198/3,1198/3,0.6666666666666666,5/6,5/6,4/4,2,1,1/6,1/4,2/3,,9,39,D#2,2,1077,0.0,7,False
1549,91,91,1198/3,1198/3,0.6666666666666666,5/6,5/6,4/4,2,1,1/6,1/4,2/3,,9,51,D#3,3,1077,0.0,3,False
1550,91,91,1198/3,1198/3,0.6666666666666666,5/6,5/6,4/4,1,1,1/6,1/4,2/3,,1,67,G4,4,1072,0.0,3,False
1551,92,92,400,400,0.5,0,0,4/4,2,1,1/8,1/8,1,,-1,41,F2,2,1079,0.0,0,False
1552,92,92,400,400,1.0,0,0,4/4,1,1,1/4,1/4,1,,-1,65,F4,4,1078,0.0,0,False
1553,92,92,801/2,801/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,-1,41,F2,2,1080,0.0,0,False
1554,92,92,401,401,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,-1,41,F2,2,1081,0.0,0,False
1555,92,92,803/2,803/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,-1,41,F2,2,1082,0.0,0,False
1556,92,92,402,402,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,-1,41,F2,2,1083,0.0,0,False
1557,92,92,805/2,805/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,-1,41,F2,2,1084,0.0,0,False
1558,92,92,403,403,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,-1,41,F2,2,1085,0.0,0,False
1559,92,92,807/2,807/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,-1,41,F2,2,1086,0.0,0,False
1560,93,93,404,404,0.5,0,0,4/4,2,1,1/8,1/8,1,,6,42,F#2,2,1087,0.0,3,False
1561,93,93,809/2,809/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,6,42,F#2,2,1088,0.0,3,False
1562,93,93,405,405,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,6,42,F#2,2,1089,0.0,3,False
1563,93,93,811/2,811/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,6,42,F#2,2,1090,0.0,3,False
1564,93,93,406,406,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,6,42,F#2,2,1091,0.0,3,False
1565,93,93,813/2,813/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,6,42,F#2,2,1092,0.0,3,False
1566,93,93,407,407,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,6,42,F#2,2,1093,0.0,3,False
1567,93,93,815/2,815/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,6,42,F#2,2,1094,0.0,3,False
1568,94,94,408,408,0.5,0,0,4/4,2,1,1/8,1/8,1,,8,44,G#2,2,1095,0.0,7,False
1569,94,94,817/2,817/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,8,44,G#2,2,1096,0.0,7,False
1570,94,94,409,409,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,8,44,G#2,2,1097,0.0,7,False
1571,94,94,819/2,819/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,8,44,G#2,2,1098,0.0,7,False
1572,94,94,410,410,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,8,44,G#2,2,1099,0.0,7,False
1573,94,94,821/2,821/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,8,44,G#2,2,1100,0.0,7,False
1574,94,94,411,411,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,8,44,G#2,2,1101,0.0,7,False
1575,94,94,823/2,823/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,8,44,G#2,2,1102,0.0,7,False
1576,95,95,412,412,0.5,0,0,4/4,2,1,1/8,1/8,1,,6,42,F#2,2,1103,0.0,3,False
1577,95,95,825/2,825/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,6,42,F#2,2,1104,0.0,3,False
1578,95,95,413,413,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,6,42,F#2,2,1105,0.0,3,False
1579,95,95,827/2,827/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,6,42,F#2,2,1106,0.0,3,False
1580,95,95,414,414,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,6,42,F#2,2,1107,0.0,3,False
1581,95,95,829/2,829/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,6,42,F#2,2,1108,0.0,3,False
1582,95,95,415,415,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,6,42,F#2,2,1109,0.0,3,False
1583,95,95,831/2,831/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,6,42,F#2,2,1110,0.0,3,False
1584,96,96,416,416,0.5,0,0,4/4,2,1,1/8,1/8,1,,10,46,A#2,2,1115,0.0,2,False
1585,96,96,416,416,0.5,0,0,4/4,2,1,1/8,1/8,1,,9,51,D#3,3,1115,0.0,3,False
1586,96,96,416,416,1.0,0,0,4/4,1,1,1/4,1/4,1,,10,58,A#3,3,1111,0.0,2,False
1587,96,96,833/2,833/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,10,46,A#2,2,1116,0.0,2,False
1588,96,96,833/2,833/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,9,51,D#3,3,1116,0.0,3,False
1589,96,96,417,417,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,10,46,A#2,2,1117,0.0,2,False
1590,96,96,417,417,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,9,51,D#3,3,1117,0.0,3,False
1591,96,96,417,417,0.75,1/4,1/4,4/4,1,1,3/16,1/8,3/2,,10,58,A#3,3,1112,0.0,2,False
1592,96,96,835/2,835/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,10,46,A#2,2,1118,0.0,2,False
1593,96,96,835/2,835/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,9,51,D#3,3,1118,0.0,3,False
1594,96,96,1671/4,1671/4,0.25,7/16,7/16,4/4,1,1,1/16,1/16,1,,10,58,A#3,3,1113,0.0,2,False
1595,96,96,418,418,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,10,46,A#2,2,1119,0.0,2,False
1596,96,96,418,418,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,9,51,D#3,3,1119,0.0,3,False
1597,96,96,418,418,1.0,1/2,1/2,4/4,1,1,1/4,1/4,1,,-1,65,F4,4,1114,0.0,0,False
1598,96,96,837/2,837/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,10,46,A#2,2,1120,0.0,2,False
1599,96,96,837/2,837/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,9,51,D#3,3,1120,0.0,3,False
1600,96,96,419,419,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,10,46,A#2,2,1121,0.0,2,False
1601,96,96,419,419,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,9,51,D#3,3,1121,0.0,3,False
1602,96,96,839/2,839/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,10,46,A#2,2,1122,0.0,2,False
1603,96,96,839/2,839/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,9,51,D#3,3,1122,0.0,3,False
1604,97,97,420,420,0.5,0,0,4/4,2,1,1/8,1/8,1,,-1,41,F2,2,1128,0.0,0,False
1605,97,97,420,420,0.5,0,0,4/4,2,1,1/8,1/8,1,,2,50,D3,3,1128,0.0,3,False
1606,97,97,841/2,841/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,-1,41,F2,2,1129,0.0,0,False
1607,97,97,841/2,841/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,2,50,D3,3,1129,0.0,3,False
1608,97,97,1262/3,1262/3,0.6666666666666666,1/6,1/6,4/4,1,1,1/6,1/4,2/3,,-1,53,F3,3,1123,0.0,3,False
1609,97,97,1262/3,1262/3,0.6666666666666666,1/6,1/6,4/4,1,1,1/6,1/4,2/3,,10,58,A#3,3,1123,0.0,2,False
1610,97,97,421,421,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,-1,41,F2,2,1130,0.0,0,False
1611,97,97,421,421,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,2,50,D3,3,1130,0.0,3,False
1612,97,97,1264/3,1264/3,0.6666666666666666,1/3,1/3,4/4,1,1,1/6,1/4,2/3,,10,58,A#3,3,1124,0.0,2,False
1613,97,97,1264/3,1264/3,0.6666666666666666,1/3,1/3,4/4,1,1,1/6,1/4,2/3,,2,62,D4,4,1124,0.0,2,False
1614,97,97,843/2,843/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,-1,41,F2,2,1131,0.0,0,False
1615,97,97,843/2,843/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,2,50,D3,3,1131,0.0,3,False
1616,97,97,422,422,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,-1,41,F2,2,1132,0.0,0,False
1617,97,97,422,422,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,2,50,D3,3,1132,0.0,3,False
1618,97,97,422,422,0.6666666666666666,1/2,1/2,4/4,1,1,1/6,1/4,2/3,,2,62,D4,4,1125,0.0,2,False
1619,97,97,422,422,0.6666666666666666,1/2,1/2,4/4,1,1,1/6,1/4,2/3,,-1,65,F4,4,1125,0.0,0,False
