mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
105	105	453	453	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		0	60	C4	4	1330
105	105	453	453	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		0	72	C5	5	1330
105	105	907/2	907/2	0.5	7/8	7/8	4/4	2	2	1/8		1/8	1		-3	39	Eb2	2	1339
105	105	907/2	907/2	0.5	7/8	7/8	4/4	2	2	1/8		1/8	1		1	43	G2	2	1339
105	105	907/2	907/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8_r8_0	1/8	1	1	-5	61	Db4	4	1331
105	105	907/2	907/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8_r8_0	1/8	1	1	-5	73	Db5	5	1331
106	106	454	454	0.5	0	0	4/4	2	2	1/8		1/8	1		0	36	C2	2	1345
106	106	454	454	0.5	0	0	4/4	2	2	1/8		1/8	1		1	43	G2	2	1345
106	106	454	454	0.5	0	0	4/4	1	1	1/8	1/8_r8_0	1/8	1	-1	-5	61	Db4	4	1340
106	106	454	454	0.5	0	0	4/4	1	1	1/8	1/8_r8_0	1/8	1	-1	-5	73	Db5	5	1340
106	106	909/2	909/2	0.5	1/8	1/8	4/4	2	2	1/8		1/8	1		0	36	C2	2	1346
106	106	909/2	909/2	0.5	1/8	1/8	4/4	2	2	1/8		1/8	1		1	43	G2	2	1346
106	106	455	455	0.5	1/4	1/4	4/4	2	2	1/8		1/8	1		0	36	C2	2	1347
106	106	455	455	0.5	1/4	1/4	4/4	2	2	1/8		1/8	1		1	43	G2	2	1347
106	106	455	455	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		0	60	C4	4	1341
106	106	455	455	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		0	72	C5	5	1341
106	106	911/2	911/2	0.5	3/8	3/8	4/4	2	2	1/8		1/8	1		0	36	C2	2	1348
106	106	911/2	911/2	0.5	3/8	3/8	4/4	2	2	1/8		1/8	1		1	43	G2	2	1348
106	106	911/2	911/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		-5	61	Db4	4	1342
106	106	911/2	911/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		-5	73	Db5	5	1342
106	106	456	456	0.5	1/2	1/2	4/4	2	2	1/8		1/8	1		0	36	C2	2	1349
106	106	456	456	0.5	1/2	1/2	4/4	2	2	1/8		1/8	1		1	43	G2	2	1349
106	106	913/2	913/2	0.5	5/8	5/8	4/4	2	2	1/8		1/8	1		0	36	C2	2	1350
106	106	913/2	913/2	0.5	5/8	5/8	4/4	2	2	1/8		1/8	1		1	43	G2	2	1350
106	106	913/2	913/2	0.5	5/8	5/8	4/4	1	1	1/8		1/8	1		-3	63	Eb4	4	1343
106	106	913/2	913/2	0.5	5/8	5/8	4/4	1	1	1/8		1/8	1		-3	75	Eb5	5	1343
106	106	457	457	0.5	3/4	3/4	4/4	2	2	1/8		1/8	1		0	36	C2	2	1351
106	106	457	457	0.5	3/4	3/4	4/4	2	2	1/8		1/8	1		1	43	G2	2	1351
106	106	915/2	915/2	0.5	7/8	7/8	4/4	2	2	1/8		1/8	1		0	36	C2	2	1352
106	106	915/2	915/2	0.5	7/8	7/8	4/4	2	2	1/8		1/8	1		1	43	G2	2	1352
106	106	915/2	915/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8_r8_0	1/8	1	1	0	60	C4	4	1344
106	106	915/2	915/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8_r8_0	1/8	1	1	-1	65	F4	4	1344
106	106	915/2	915/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8_r8_0	1/8	1	1	0	72	C5	5	1344
106	106	915/2	915/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8_r8_0	1/8	1	1	-1	77	F5	5	1344
107	107	458	458	0.5	0	0	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1355
107	107	458	458	0.5	0	0	4/4	2	1	1/8		1/8	1		3	45	A2	2	1355
107	107	458	458	2.0	0	0	4/4	1	1	1/2	1/2_r16_0	1/2	1	0	0	60	C4	4	1353
107	107	458	458	2.0	0	0	4/4	1	1	1/2	1/2_r16_0	1/2	1	0	-1	65	F4	4	1353
107	107	458	458	2.0	0	0	4/4	1	1	1/2	1/2_r16_0	1/2	1	0	0	72	C5	5	1353
107	107	458	458	2.0	0	0	4/4	1	1	1/2	1/2_r16_0	1/2	1	0	-1	77	F5	5	1353
107	107	917/2	917/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1356
107	107	917/2	917/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		3	45	A2	2	1356
107	107	459	459	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1357
107	107	459	459	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		3	45	A2	2	1357
107	107	919/2	919/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1358
107	107	919/2	919/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		3	45	A2	2	1358
107	107	460	460	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1359
107	107	460	460	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		3	45	A2	2	1359
107	107	460	460	2.0	1/2	1/2	4/4	1	1	1/2	1/2_r16_0	1/2	1	-1	0	60	C4	4	1354
107	107	460	460	2.0	1/2	1/2	4/4	1	1	1/2	1/2_r16_0	1/2	1	-1	-1	65	F4	4	1354
107	107	460	460	2.0	1/2	1/2	4/4	1	1	1/2	1/2_r16_0	1/2	1	-1	0	72	C5	5	1354
107	107	460	460	2.0	1/2	1/2	4/4	1	1	1/2	1/2_r16_0	1/2	1	-1	-1	77	F5	5	1354
107	107	921/2	921/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1360
107	107	921/2	921/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		3	45	A2	2	1360
107	107	461	461	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1361
107	107	461	461	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		3	45	A2	2	1361
107	107	923/2	923/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1362
107	107	923/2	923/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		3	45	A2	2	1362
108	108	462	462	0.5	0	0	4/4	2	1	1/8		1/8	1		-4	44	Ab2	2	1363
108	108	925/2	925/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		-4	44	Ab2	2	1364
108	108	463	463	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		-4	44	Ab2	2	1365
108	108	927/2	927/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		-4	44	Ab2	2	1366
108	108	464	464	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		-4	44	Ab2	2	1367
108	108	929/2	929/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		-4	44	Ab2	2	1368
108	108	465	465	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		-4	44	Ab2	2	1369
108	108	931/2	931/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		-4	44	Ab2	2	1370
109	109	466	466	0.5	0	0	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1371
109	109	933/2	933/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1372
109	109	467	467	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1373
109	109	935/2	935/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1374
109	109	468	468	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1375
109	109	937/2	937/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1376
109	109	469	469	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1377
109	109	939/2	939/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1378
110	110	470	470	0.5	0	0	4/4	2	1	1/8		1/8	1		1	43	G2	2	1379
110	110	941/2	941/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		1	43	G2	2	1380
110	110	471	471	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		1	43	G2	2	1381
110	110	943/2	943/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		1	43	G2	2	1382
110	110	472	472	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		1	43	G2	2	1383
110	110	945/2	945/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		1	43	G2	2	1384
110	110	473	473	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		1	43	G2	2	1385
110	110	947/2	947/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		1	43	G2	2	1386
111	111	474	474	1.5	0	0	4/4	2	1	3/8		1/4	3/2		-1	41	F2	2	1390
111	111	474	474	2.0	0	0	4/4	1	1	1/2		1/2	1		-4	68	Ab4	4	1387
111	111	951/2	951/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1391
111	111	476	476	1.0	1/2	1/2	4/4	1	1	1/4		1/4	1		-1	65	F4	4	1388
111	111	953/2	953/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1392
111	111	477	477	1.0	3/4	3/4	4/4	1	1	1/4		1/4	1		0	60	C4	4	1389
111	111	955/2	955/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1393
112	112	478	478	1.0	0	0	4/4	2	1	1/4		1/4	1		-3	39	Eb2	2	1396
112	112	478	478	1.0	0	0	4/4	1	1	1/4		1/4	1		2	62	D4	4	1394
112	112	479	479	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		-6	42	Gb2	2	1397
112	112	479	479	3.0	1/4	1/4	4/4	1	1	3/4		1/2	3/2		-1	65	F4	4	1395
112	112	480	480	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		-1	41	F2	2	1398
112	112	481	481	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		0	36	C2	2	1399
113	113	482	482	1.5	0	0	4/4	2	1	3/8		1/4	3/2		-1	41	F2	2	1403
113	113	483	483	1.0	1/4	1/4	4/4	1	1	1/4		1/4	1		0	60	C4	4	1400
113	113	967/2	967/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1404
113	113	484	484	1.0	1/2	1/2	4/4	1	1	1/4		1/4	1		-1	65	F4	4	1401
113	113	969/2	969/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1405
113	113	485	485	1.0	3/4	3/4	4/4	1	1	1/4		1/4	1		0	72	C5	5	1402
113	113	971/2	971/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1406
114	114	486	486	1.0	0	0	4/4	2	1	1/4		1/4	1		-3	39	Eb2	2	1409
114	114	486	486	2.0	0	0	4/4	1	1	1/2		1/2	1		-4	68	Ab4	4	1407
114	114	487	487	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		-6	42	Gb2	2	1410
114	114	488	488	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		0	36	C2	2	1411
114	114	488	488	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	1408
114	114	489	489	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		1	43	G2	2	1412
115	115	490	490	1.0	0	0	4/4	2	1	1/4		1/4	1		0	48	C3	3	1416
115	115	490	490	1.0	0	0	4/4	2	1	1/4		1/4	1		1	55	G3	3	1416
115	115	490	490	1.0	0	0	4/4	1	1	1/4		1/4	1		4	64	E4	4	1413
115	115	490	490	1.0	0	0	4/4	1	1	1/4		1/4	1		0	72	C5	5	1413
115	115	983/2	983/2	1.0	3/8	3/8	4/4	2	1	1/4		1/4	1		1	43	G2	2	1417
115	115	983/2	983/2	1.0	3/8	3/8	4/4	2	1	1/4		1/4	1		4	52	E3	3	1417
115	115	983/2	983/2	1.0	3/8	3/8	4/4	1	1	1/4		1/4	1		0	60	C4	4	1414
115	115	983/2	983/2	1.0	3/8	3/8	4/4	1	1	1/4		1/4	1		1	67	G4	4	1414
115	115	493	493	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		4	40	E2	2	1418
115	115	493	493	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		0	48	C3	3	1418
115	115	493	493	1.0	3/4	3/4	4/4	1	1	1/4		1/4	1		1	55	G3	3	1415
115	115	493	493	1.0	3/4	3/4	4/4	1	1	1/4		1/4	1		4	64	E4	4	1415
116	116	494	494	0.5	0	0	4/4	2	1	1/8		1/8	1		-1	53	F3	3	1425
116	116	494	494	0.5	0	0	4/4	2	1	1/8		1/8	1		0	60	C4	4	1425
116	116	494	494	0.6666666666666666	0	0	4/4	1	1	1/6		1/4	2/3		-1	65	F4	4	1419
116	116	494	494	0.6666666666666666	0	0	4/4	1	1	1/6		1/4	2/3		3	69	A4	4	1419
116	116	1484/3	1484/3	0.6666666666666666	1/6	1/6	4/4	1	1	1/6		1/4	2/3		5	71	B4	4	1420
116	116	1486/3	1486/3	0.6666666666666666	1/3	1/3	4/4	1	1	1/6		1/4	2/3		3	69	A4	4	1421
116	116	496	496	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		-5	49	Db3	3	1426
116	116	496	496	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		-4	56	Ab3	3	1426
116	116	496	496	0.6666666666666666	1/2	1/2	4/4	1	1	1/6		1/4	2/3		-1	65	F4	4	1422
116	116	496	496	0.6666666666666666	1/2	1/2	4/4	1	1	1/6		1/4	2/3		-4	68	Ab4	4	1422
116	116	1490/3	1490/3	0.6666666666666666	2/3	2/3	4/4	1	1	1/6		1/4	2/3		-2	70	Bb4	4	1423
116	116	1492/3	1492/3	0.6666666666666666	5/6	5/6	4/4	1	1	1/6		1/4	2/3		-4	68	Ab4	4	1424
117	117	498	498	1.0	0	0	4/4	2	1	1/4		1/4	1		0	48	C3	3	1430
117	117	498	498	1.0	0	0	4/4	2	1	1/4		1/4	1		1	55	G3	3	1430
117	117	498	498	0.5	0	0	4/4	1	1	1/8		1/8	1		4	64	E4	4	1427
117	117	498	498	0.5	0	0	4/4	1	1	1/8		1/8	1		1	67	G4	4	1427
117	117	997/2	997/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		2	62	D4	4	1428
117	117	499	499	2.0	1/4	1/4	4/4	1	1	1/2	1/2_r32_0	1/2	1		4	64	E4	4	1429
118	118	1007/2	1007/2	0.25	3/8	3/8	4/4	1	1	1/16		1/16	1		4	64	E4	4	1431
118	118	2015/4	2015/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		1	67	G4	4	1432
118	118	504	504	0.25	1/2	1/2	4/4	1	1	1/16		1/16	1		4	76	E5	5	1433
118	118	2017/4	2017/4	0.25	9/16	9/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	1434
118	118	1009/2	1009/2	0.25	5/8	5/8	4/4	1	1	1/16		1/16	1		2	74	D5	5	1435
118	118	2019/4	2019/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		1	79	G5	5	1436
119	119	506	506	0.5	0	0	4/4	1	1	1/8		1/8	1		3	69	A4	4	1437
119	119	506	506	0.5	0	0	4/4	1	1	1/8		1/8	1		0	72	C5	5	1437
119	119	1013/2	1013/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	1438
119	119	1013/2	1013/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		0	72	C5	5	1438
119	119	507	507	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		3	69	A4	4	1439
119	119	507	507	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		0	72	C5	5	1439
119	119	1015/2	1015/2	0.25	3/8	3/8	4/4	1	1	1/16		1/16	1		2	62	D4	4	1440
119	119	2031/4	2031/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	1441
119	119	2031/4	2031/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	1441
119	119	2033/4	2033/4	0.5	9/16	9/16	4/4	1	1	1/8		1/8	1		3	69	A4	4	1442
119	119	2033/4	2033/4	0.5	9/16	9/16	4/4	1	1	1/8		1/8	1		0	72	C5	5	1442
119	119	2035/4	2035/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		2	62	D4	4	1443
119	119	509	509	0.25	3/4	3/4	4/4	1	1	1/16		1/16	1		3	69	A4	4	1444
119	119	509	509	0.25	3/4	3/4	4/4	1	1	1/16		1/16	1		0	72	C5	5	1444
119	119	2037/4	2037/4	0.25	13/16	13/16	4/4	1	1	1/16		1/16	1		2	62	D4	4	1445
119	119	1019/2	1019/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	1446
119	119	1019/2	1019/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		0	72	C5	5	1446
120	120	510	510	0.5	0	0	4/4	1	1	1/8		1/8	1		1	67	G4	4	1447
120	120	510	510	0.5	0	0	4/4	1	1	1/8		1/8	1		5	71	B4	4	1447
120	120	1021/2	1021/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		1	67	G4	4	1448
120	120	1021/2	1021/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		5	71	B4	4	1448
120	120	511	511	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		1	67	G4	4	1449
120	120	511	511	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		5	71	B4	4	1449
120	120	1023/2	1023/2	0.25	3/8	3/8	4/4	1	1	1/16		1/16	1		0	60	C4	4	1450
120	120	2047/4	2047/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		1	67	G4	4	1451
120	120	2047/4	2047/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	1451
120	120	2049/4	2049/4	0.5	9/16	9/16	4/4	1	1	1/8		1/8	1		1	67	G4	4	1452
120	120	2049/4	2049/4	0.5	9/16	9/16	4/4	1	1	1/8		1/8	1		5	71	B4	4	1452
120	120	2051/4	2051/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		0	60	C4	4	1453
120	120	513	513	0.25	3/4	3/4	4/4	1	1	1/16		1/16	1		1	67	G4	4	1454
120	120	513	513	0.25	3/4	3/4	4/4	1	1	1/16		1/16	1		5	71	B4	4	1454
120	120	2053/4	2053/4	0.25	13/16	13/16	4/4	1	1	1/16		1/16	1		0	60	C4	4	1455
120	120	1027/2	1027/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		1	67	G4	4	1456
120	120	1027/2	1027/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		5	71	B4	4	1456
121	121	514	514	0.5	0	0	4/4	1	1	1/8		1/8	1		3	69	A4	4	1457
121	121	514	514	0.5	0	0	4/4	1	1	1/8		1/8	1		0	72	C5	5	1457
121	121	1029/2	1029/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	1458
121	121	1029/2	1029/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		0	72	C5	5	1458
121	121	515	515	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		3	69	A4	4	1459
121	121	515	515	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		0	72	C5	5	1459
121	121	1031/2	1031/2	0.25	3/8	3/8	4/4	1	1	1/16		1/16	1		2	62	D4	4	1460
121	121	2063/4	2063/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	1461
121	121	2063/4	2063/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	1461
121	121	2065/4	2065/4	0.5	9/16	9/16	4/4	1	1	1/8		1/8	1		3	69	A4	4	1462
121	121	2065/4	2065/4	0.5	9/16	9/16	4/4	1	1	1/8		1/8	1		0	72	C5	5	1462
121	121	2067/4	2067/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		2	62	D4	4	1463
121	121	517	517	0.25	3/4	3/4	4/4	1	1	1/16		1/16	1		3	69	A4	4	1464
121	121	517	517	0.25	3/4	3/4	4/4	1	1	1/16		1/16	1		0	72	C5	5	1464
121	121	2069/4	2069/4	0.25	13/16	13/16	4/4	1	1	1/16		1/16	1		2	62	D4	4	1465
121	121	1035/2	1035/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	1466
121	121	1035/2	1035/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		0	72	C5	5	1466
122	122	518	518	0.5	0	0	4/4	1	1	1/8		1/8	1		1	67	G4	4	1467
122	122	518	518	0.5	0	0	4/4	1	1	1/8		1/8	1		5	71	B4	4	1467
122	122	1037/2	1037/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		1	67	G4	4	1468
122	122	1037/2	1037/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		5	71	B4	4	1468
122	122	519	519	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		1	67	G4	4	1469
122	122	519	519	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		5	71	B4	4	1469
122	122	1039/2	1039/2	0.25	3/8	3/8	4/4	1	1	1/16		1/16	1		0	60	C4	4	1470
122	122	2079/4	2079/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		1	67	G4	4	1471
122	122	2079/4	2079/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	1471
122	122	2081/4	2081/4	0.5	9/16	9/16	4/4	1	1	1/8		1/8	1		1	67	G4	4	1472
122	122	2081/4	2081/4	0.5	9/16	9/16	4/4	1	1	1/8		1/8	1		5	71	B4	4	1472
122	122	2083/4	2083/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		0	60	C4	4	1473
122	122	521	521	0.25	3/4	3/4	4/4	1	1	1/16		1/16	1		1	67	G4	4	1474
122	122	521	521	0.25	3/4	3/4	4/4	1	1	1/16		1/16	1		5	71	B4	4	1474
122	122	2085/4	2085/4	0.25	13/16	13/16	4/4	1	1	1/16		1/16	1		0	60	C4	4	1475
122	122	1043/2	1043/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		1	67	G4	4	1476
122	122	1043/2	1043/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		5	71	B4	4	1476
123	123	522	522	0.75	0	0	4/4	2	1	3/16		1/8	3/2		2	38	D2	2	1487
123	123	522	522	0.5	0	0	4/4	1	1	1/8		1/8	1		3	69	A4	4	1477
123	123	522	522	0.5	0	0	4/4	1	1	1/8		1/8	1		0	72	C5	5	1477
123	123	1045/2	1045/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	1478
123	123	1045/2	1045/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		0	72	C5	5	1478
123	123	2091/4	2091/4	0.25	3/16	3/16	4/4	2	1	1/16		1/16	1		3	45	A2	2	1488
123	123	523	523	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		3	69	A4	4	1479
123	123	523	523	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		0	72	C5	5	1479
123	123	1047/2	1047/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		2	50	D3	3	1489
123	123	1047/2	1047/2	0.25	3/8	3/8	4/4	1	1	1/16		1/16	1		2	62	D4	4	1480
123	123	2095/4	2095/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	1481
123	123	2095/4	2095/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	1481
123	123	2097/4	2097/4	0.5	9/16	9/16	4/4	1	1	1/8		1/8	1		3	69	A4	4	1482
123	123	2097/4	2097/4	0.5	9/16	9/16	4/4	1	1	1/8		1/8	1		0	72	C5	5	1482
123	123	1049/2	1049/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		3	45	A2	2	1490
123	123	2099/4	2099/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		2	62	D4	4	1483
123	123	525	525	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		2	50	D3	3	1491
123	123	525	525	0.25	3/4	3/4	4/4	1	1	1/16		1/16	1		3	69	A4	4	1484
123	123	525	525	0.25	3/4	3/4	4/4	1	1	1/16		1/16	1		0	72	C5	5	1484
123	123	2101/4	2101/4	0.25	13/16	13/16	4/4	1	1	1/16		1/16	1		2	62	D4	4	1485
123	123	1051/2	1051/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		3	45	A2	2	1492
123	123	1051/2	1051/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	1486
123	123	1051/2	1051/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		0	72	C5	5	1486
124	124	526	526	0.75	0	0	4/4	2	1	3/16		1/8	3/2		0	36	C2	2	1503
124	124	526	526	0.5	0	0	4/4	1	1	1/8		1/8	1		1	67	G4	4	1493
124	124	526	526	0.5	0	0	4/4	1	1	1/8		1/8	1		5	71	B4	4	1493
124	124	1053/2	1053/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		1	67	G4	4	1494
124	124	1053/2	1053/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		5	71	B4	4	1494
124	124	2107/4	2107/4	0.25	3/16	3/16	4/4	2	1	1/16		1/16	1		1	43	G2	2	1504
124	124	527	527	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		1	67	G4	4	1495
124	124	527	527	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		5	71	B4	4	1495
124	124	1055/2	1055/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		0	48	C3	3	1505
124	124	1055/2	1055/2	0.25	3/8	3/8	4/4	1	1	1/16		1/16	1		0	60	C4	4	1496
124	124	2111/4	2111/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		1	67	G4	4	1497
124	124	2111/4	2111/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	1497
124	124	2113/4	2113/4	0.5	9/16	9/16	4/4	1	1	1/8		1/8	1		1	67	G4	4	1498
124	124	2113/4	2113/4	0.5	9/16	9/16	4/4	1	1	1/8		1/8	1		5	71	B4	4	1498
124	124	1057/2	1057/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		1	43	G2	2	1506
124	124	2115/4	2115/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		0	60	C4	4	1499
124	124	529	529	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		0	48	C3	3	1507
124	124	529	529	0.25	3/4	3/4	4/4	1	1	1/16		1/16	1		1	67	G4	4	1500
124	124	529	529	0.25	3/4	3/4	4/4	1	1	1/16		1/16	1		5	71	B4	4	1500
124	124	2117/4	2117/4	0.25	13/16	13/16	4/4	1	1	1/16		1/16	1		0	60	C4	4	1501
124	124	1059/2	1059/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		1	43	G2	2	1508
124	124	1059/2	1059/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		1	67	G4	4	1502
124	124	1059/2	1059/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		5	71	B4	4	1502
125	125	530	530	0.75	0	0	4/4	2	1	3/16		1/8	3/2		2	38	D2	2	1519
125	125	530	530	0.5	0	0	4/4	1	1	1/8		1/8	1		3	69	A4	4	1509
